District_Name,Crop_Name,Market_Name,Price_Date,Price_Tk_kg
Jessore,Citrus,Jessore Sadar Bazar,2024-06-28,35.38
Bogra,Garlic,Bogra Sadar Bazar,2025-01-06,40.0
Jessore,Citrus,Jessore Sadar Bazar,2024-08-03,39.54
Jessore,Pulses,Jessore Sadar Bazar,2024-11-11,33.22
Rajshahi,Sugarcane,Rajshahi Sadar Bazar,2024-05-21,40.79
Rajshahi,Onion,Rajshahi Sadar Bazar,2025-02-01,44.64
Barisal,Maize,Barisal Sadar Bazar,2024-08-03,34.58
Sylhet,Citrus,Sylhet Sadar Bazar,2025-04-12,46.11
Barisal,Opium,Barisal Sadar Bazar,2025-03-25,32.51
Bogra,Cumin,Bogra Sadar Bazar,2024-07-24,50.16
Bogra,Tomato,Bogra Sadar Bazar,2024-12-18,38.03
Jessore,Opium,Jessore Sadar Bazar,2025-01-06,40.7
Chittagong,Citrus,Chittagong Sadar Bazar,2024-12-29,30.92
Dhaka,Bajra,Dhaka Sadar Bazar,2025-01-03,39.7
Dhaka,Chilli,Dhaka Sadar Bazar,2025-02-12,41.1
Mymensingh,Oilseeds,Mymensingh Sadar Bazar,2025-03-08,39.59
Jessore,Citrus,Jessore Sadar Bazar,2024-10-02,37.3
Chittagong,Fenugreek,Chittagong Sadar Bazar,2024-07-23,35.46
Rangpur,Gram,Rangpur Sadar Bazar,2024-05-30,45.43
Barisal,Guava,Barisal Sadar Bazar,2025-04-29,40.15
Chittagong,Gram,Chittagong Sadar Bazar,2024-07-25,47.4
Rajshahi,Wheat,Rajshahi Sadar Bazar,2025-02-24,37.47
Mymensingh,Wheat,Mymensingh Sadar Bazar,2024-10-15,37.91
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2024-05-22,43.91
Rangpur,Garlic,Rangpur Sadar Bazar,2024-10-27,32.21
Chittagong,Gram,Chittagong Sadar Bazar,2025-05-10,34.18
Sylhet,Chilli,Sylhet Sadar Bazar,2024-09-30,45.27
Bogra,Tomato,Bogra Sadar Bazar,2025-04-18,34.37
Rajshahi,Wheat,Rajshahi Sadar Bazar,2024-08-28,31.27
Dhaka,Wheat,Dhaka Sadar Bazar,2024-07-26,48.97
Mymensingh,Barley,Mymensingh Sadar Bazar,2024-05-26,33.31
Rajshahi,Mango,Rajshahi Sadar Bazar,2024-08-26,40.88
Jessore,Oilseeds,Jessore Sadar Bazar,2025-03-20,40.33
Cumilla,Cumin,Cumilla Sadar Bazar,2025-01-20,26.51
Rangpur,Coriander,Rangpur Sadar Bazar,2024-10-31,38.72
Jessore,Fennel,Jessore Sadar Bazar,2024-05-15,42.15
Chittagong,Chilli,Chittagong Sadar Bazar,2025-05-12,41.7
Bogra,Cotton,Bogra Sadar Bazar,2024-08-23,44.34
Bogra,Fenugreek,Bogra Sadar Bazar,2025-03-15,38.14
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-11-04,43.42
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-05-24,36.69
Dhaka,Cotton,Dhaka Sadar Bazar,2025-01-25,33.23
Bogra,Guava,Bogra Sadar Bazar,2024-11-13,33.77
Jessore,Cotton,Jessore Sadar Bazar,2024-10-09,32.98
Bogra,Citrus,Bogra Sadar Bazar,2024-10-17,44.85
Sylhet,Citrus,Sylhet Sadar Bazar,2025-03-04,32.73
Rajshahi,Garlic,Rajshahi Sadar Bazar,2024-09-12,41.32
Chittagong,Onion,Chittagong Sadar Bazar,2024-05-26,38.72
Mymensingh,Garlic,Mymensingh Sadar Bazar,2025-03-28,39.51
Sylhet,Pomegranate,Sylhet Sadar Bazar,2025-05-17,46.55
Jessore,Tomato,Jessore Sadar Bazar,2024-09-15,37.9
Chittagong,Sugarcane,Chittagong Sadar Bazar,2025-04-07,42.94
Bogra,Citrus,Bogra Sadar Bazar,2025-04-27,40.18
Bogra,Pomegranate,Bogra Sadar Bazar,2025-01-23,39.27
Mymensingh,Maize,Mymensingh Sadar Bazar,2024-07-03,51.04
Bogra,Citrus,Bogra Sadar Bazar,2025-03-07,33.08
Rangpur,Tomato,Rangpur Sadar Bazar,2025-05-06,46.19
Chittagong,Mustard,Chittagong Sadar Bazar,2024-09-19,43.15
Dhaka,Pulses,Dhaka Sadar Bazar,2024-04-20,37.7
Sylhet,Gram,Sylhet Sadar Bazar,2025-04-25,47.82
Chittagong,Oilseeds,Chittagong Sadar Bazar,2025-03-16,31.13
Bogra,Maize,Bogra Sadar Bazar,2024-06-10,37.5
Rangpur,Garlic,Rangpur Sadar Bazar,2024-03-28,34.2
Dhaka,Chilli,Dhaka Sadar Bazar,2025-04-21,41.98
Barisal,Cotton,Barisal Sadar Bazar,2025-04-08,34.66
Mymensingh,Opium,Mymensingh Sadar Bazar,2024-07-10,42.08
Bogra,Barley,Bogra Sadar Bazar,2024-08-23,39.11
Chittagong,Cotton,Chittagong Sadar Bazar,2024-10-14,37.7
Rajshahi,Pulses,Rajshahi Sadar Bazar,2024-06-14,41.87
Bogra,Cumin,Bogra Sadar Bazar,2024-12-17,38.71
Cumilla,Wheat,Cumilla Sadar Bazar,2025-02-26,34.77
Jessore,Sugarcane,Jessore Sadar Bazar,2024-12-30,53.45
Barisal,Gram,Barisal Sadar Bazar,2024-09-04,37.66
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-12-01,29.36
Barisal,Opium,Barisal Sadar Bazar,2025-05-12,35.96
Jessore,Maize,Jessore Sadar Bazar,2024-04-01,33.92
Rajshahi,Citrus,Rajshahi Sadar Bazar,2025-01-25,43.97
Sylhet,Oilseeds,Sylhet Sadar Bazar,2024-03-22,41.54
Dhaka,Cotton,Dhaka Sadar Bazar,2024-09-20,41.91
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-07-28,38.22
Cumilla,Mango,Cumilla Sadar Bazar,2025-04-29,38.66
Chittagong,Guava,Chittagong Sadar Bazar,2025-03-18,38.22
Rangpur,Onion,Rangpur Sadar Bazar,2025-03-01,39.61
Rangpur,Gram,Rangpur Sadar Bazar,2024-10-28,44.01
Cumilla,Mango,Cumilla Sadar Bazar,2024-05-03,41.61
Barisal,Opium,Barisal Sadar Bazar,2024-11-28,42.4
Rangpur,Wheat,Rangpur Sadar Bazar,2024-03-29,42.4
Cumilla,Mustard,Cumilla Sadar Bazar,2024-08-24,44.25
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-08-25,41.38
Rangpur,Coriander,Rangpur Sadar Bazar,2025-01-28,41.72
Mymensingh,Garlic,Mymensingh Sadar Bazar,2024-09-11,45.71
Cumilla,Tomato,Cumilla Sadar Bazar,2024-05-20,36.81
Jessore,Cotton,Jessore Sadar Bazar,2025-04-24,35.89
Rajshahi,Cotton,Rajshahi Sadar Bazar,2025-01-15,34.31
Mymensingh,Gram,Mymensingh Sadar Bazar,2025-05-08,40.88
Sylhet,Coriander,Sylhet Sadar Bazar,2024-05-21,31.1
Cumilla,Fennel,Cumilla Sadar Bazar,2025-04-02,42.22
Rangpur,Garlic,Rangpur Sadar Bazar,2024-04-30,39.48
Bogra,Fenugreek,Bogra Sadar Bazar,2024-05-07,45.45
Bogra,Pomegranate,Bogra Sadar Bazar,2025-04-01,36.77
Rangpur,Chilli,Rangpur Sadar Bazar,2025-02-20,39.02
Bogra,Sugarcane,Bogra Sadar Bazar,2024-09-26,45.39
Sylhet,Mango,Sylhet Sadar Bazar,2024-06-16,46.64
Sylhet,Fenugreek,Sylhet Sadar Bazar,2024-03-25,36.74
Jessore,Gram,Jessore Sadar Bazar,2024-04-22,40.87
Bogra,Fenugreek,Bogra Sadar Bazar,2024-09-05,41.41
Dhaka,Fenugreek,Dhaka Sadar Bazar,2024-10-30,41.79
Sylhet,Maize,Sylhet Sadar Bazar,2024-12-23,38.74
Dhaka,Guava,Dhaka Sadar Bazar,2024-12-01,46.15
Jessore,Onion,Jessore Sadar Bazar,2024-11-05,30.93
Cumilla,Fenugreek,Cumilla Sadar Bazar,2025-02-26,37.98
Barisal,Coriander,Barisal Sadar Bazar,2025-03-15,42.15
Barisal,Citrus,Barisal Sadar Bazar,2025-01-03,42.19
Barisal,Citrus,Barisal Sadar Bazar,2024-06-15,46.49
Jessore,Chilli,Jessore Sadar Bazar,2024-05-11,45.75
Sylhet,Guava,Sylhet Sadar Bazar,2024-11-04,38.63
Cumilla,Onion,Cumilla Sadar Bazar,2025-04-22,46.24
Dhaka,Wheat,Dhaka Sadar Bazar,2025-04-28,36.57
Bogra,Sugarcane,Bogra Sadar Bazar,2024-06-12,44.47
Rangpur,Chilli,Rangpur Sadar Bazar,2024-07-16,48.69
Chittagong,Barley,Chittagong Sadar Bazar,2024-09-30,45.83
Cumilla,Pomegranate,Cumilla Sadar Bazar,2024-12-03,40.51
Mymensingh,Coriander,Mymensingh Sadar Bazar,2024-11-20,38.41
Cumilla,Onion,Cumilla Sadar Bazar,2024-10-23,32.66
Dhaka,Mango,Dhaka Sadar Bazar,2024-12-22,41.49
Rangpur,Oilseeds,Rangpur Sadar Bazar,2024-08-23,34.65
Rangpur,Mango,Rangpur Sadar Bazar,2025-04-06,36.19
Sylhet,Onion,Sylhet Sadar Bazar,2024-07-08,34.28
Sylhet,Garlic,Sylhet Sadar Bazar,2025-04-03,37.79
Bogra,Tomato,Bogra Sadar Bazar,2025-03-29,39.87
Sylhet,Maize,Sylhet Sadar Bazar,2025-01-16,41.31
Mymensingh,Coriander,Mymensingh Sadar Bazar,2025-02-15,37.12
Cumilla,Pulses,Cumilla Sadar Bazar,2025-02-05,45.13
Sylhet,Cotton,Sylhet Sadar Bazar,2024-12-23,39.0
Cumilla,Pulses,Cumilla Sadar Bazar,2025-04-22,36.22
Cumilla,Mango,Cumilla Sadar Bazar,2025-03-17,41.09
Dhaka,Gram,Dhaka Sadar Bazar,2025-04-10,49.43
Sylhet,Coriander,Sylhet Sadar Bazar,2024-12-25,41.61
Barisal,Barley,Barisal Sadar Bazar,2024-04-01,38.26
Cumilla,Oilseeds,Cumilla Sadar Bazar,2024-04-12,32.67
Jessore,Oilseeds,Jessore Sadar Bazar,2025-01-27,38.95
Rangpur,Oilseeds,Rangpur Sadar Bazar,2025-04-21,41.13
Cumilla,Onion,Cumilla Sadar Bazar,2025-05-04,38.14
Rangpur,Pomegranate,Rangpur Sadar Bazar,2024-05-27,32.01
Sylhet,Coriander,Sylhet Sadar Bazar,2024-04-28,35.92
Cumilla,Wheat,Cumilla Sadar Bazar,2024-10-20,46.98
Jessore,Oilseeds,Jessore Sadar Bazar,2024-05-02,46.88
Jessore,Mustard,Jessore Sadar Bazar,2024-11-04,35.74
Mymensingh,Cotton,Mymensingh Sadar Bazar,2024-10-01,43.23
Dhaka,Wheat,Dhaka Sadar Bazar,2025-04-19,34.34
Dhaka,Gram,Dhaka Sadar Bazar,2024-07-14,46.74
Bogra,Chilli,Bogra Sadar Bazar,2024-08-01,41.18
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-10-06,44.56
Mymensingh,Pulses,Mymensingh Sadar Bazar,2025-04-11,31.77
Jessore,Oilseeds,Jessore Sadar Bazar,2024-05-15,43.25
Rajshahi,Wheat,Rajshahi Sadar Bazar,2024-07-29,39.96
Rajshahi,Pulses,Rajshahi Sadar Bazar,2024-10-05,44.09
Rangpur,Oilseeds,Rangpur Sadar Bazar,2025-01-06,44.39
Jessore,Pulses,Jessore Sadar Bazar,2025-03-08,40.32
Chittagong,Barley,Chittagong Sadar Bazar,2025-03-30,37.12
Mymensingh,Cotton,Mymensingh Sadar Bazar,2025-01-22,43.74
Rajshahi,Mango,Rajshahi Sadar Bazar,2024-11-09,39.71
Cumilla,Guava,Cumilla Sadar Bazar,2025-01-29,35.81
Mymensingh,Barley,Mymensingh Sadar Bazar,2024-04-03,35.58
Mymensingh,Guava,Mymensingh Sadar Bazar,2025-01-28,32.91
Sylhet,Cotton,Sylhet Sadar Bazar,2024-07-10,37.55
Rangpur,Pulses,Rangpur Sadar Bazar,2024-07-14,45.29
Mymensingh,Opium,Mymensingh Sadar Bazar,2025-04-17,40.85
Mymensingh,Mango,Mymensingh Sadar Bazar,2024-11-27,37.46
Sylhet,Cotton,Sylhet Sadar Bazar,2025-03-16,43.86
Dhaka,Fenugreek,Dhaka Sadar Bazar,2025-01-21,36.0
Rangpur,Sugarcane,Rangpur Sadar Bazar,2024-08-28,40.46
Rangpur,Fennel,Rangpur Sadar Bazar,2025-02-22,39.14
Sylhet,Pulses,Sylhet Sadar Bazar,2025-02-25,43.74
Jessore,Gram,Jessore Sadar Bazar,2024-09-26,32.43
Barisal,Pulses,Barisal Sadar Bazar,2024-05-16,35.92
Rangpur,Garlic,Rangpur Sadar Bazar,2024-07-03,32.14
Bogra,Mustard,Bogra Sadar Bazar,2025-01-09,38.75
Rajshahi,Pomegranate,Rajshahi Sadar Bazar,2024-12-16,45.81
Barisal,Fenugreek,Barisal Sadar Bazar,2024-07-11,37.57
Chittagong,Onion,Chittagong Sadar Bazar,2025-01-07,37.55
Dhaka,Bajra,Dhaka Sadar Bazar,2025-01-15,44.18
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2024-12-11,45.13
Jessore,Onion,Jessore Sadar Bazar,2024-03-22,39.57
Dhaka,Fennel,Dhaka Sadar Bazar,2024-07-14,43.29
Dhaka,Mustard,Dhaka Sadar Bazar,2025-04-04,34.83
Cumilla,Maize,Cumilla Sadar Bazar,2025-04-25,46.61
Rangpur,Mango,Rangpur Sadar Bazar,2025-03-17,50.31
Dhaka,Pomegranate,Dhaka Sadar Bazar,2024-07-20,42.5
Barisal,Mango,Barisal Sadar Bazar,2024-09-11,30.0
Rangpur,Coriander,Rangpur Sadar Bazar,2024-06-10,37.32
Sylhet,Maize,Sylhet Sadar Bazar,2024-04-22,42.94
Dhaka,Barley,Dhaka Sadar Bazar,2024-06-11,37.98
Jessore,Chilli,Jessore Sadar Bazar,2024-05-27,46.11
Cumilla,Tomato,Cumilla Sadar Bazar,2025-04-13,42.82
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2024-04-03,36.61
Cumilla,Guava,Cumilla Sadar Bazar,2024-08-08,40.15
Rangpur,Cotton,Rangpur Sadar Bazar,2024-05-05,35.71
Sylhet,Cotton,Sylhet Sadar Bazar,2024-12-19,39.12
Cumilla,Barley,Cumilla Sadar Bazar,2024-03-22,37.34
Mymensingh,Guava,Mymensingh Sadar Bazar,2025-01-08,45.64
Rajshahi,Coriander,Rajshahi Sadar Bazar,2025-02-02,50.16
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-12-25,33.13
Dhaka,Fennel,Dhaka Sadar Bazar,2024-06-16,30.77
Sylhet,Maize,Sylhet Sadar Bazar,2024-06-01,38.82
Chittagong,Garlic,Chittagong Sadar Bazar,2024-06-30,32.71
Mymensingh,Chilli,Mymensingh Sadar Bazar,2025-04-27,40.22
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2024-10-26,43.59
Bogra,Chilli,Bogra Sadar Bazar,2024-06-05,47.17
Bogra,Barley,Bogra Sadar Bazar,2024-08-22,40.97
Sylhet,Onion,Sylhet Sadar Bazar,2024-04-03,39.07
Rajshahi,Gram,Rajshahi Sadar Bazar,2024-12-02,30.5
Rajshahi,Fenugreek,Rajshahi Sadar Bazar,2025-05-16,40.13
Rangpur,Pomegranate,Rangpur Sadar Bazar,2025-04-03,40.34
Dhaka,Mustard,Dhaka Sadar Bazar,2024-12-22,43.07
Bogra,Garlic,Bogra Sadar Bazar,2024-06-05,36.6
Rangpur,Oilseeds,Rangpur Sadar Bazar,2025-03-05,37.91
Chittagong,Bajra,Chittagong Sadar Bazar,2024-12-26,32.91
Bogra,Tomato,Bogra Sadar Bazar,2024-06-16,29.0
Mymensingh,Maize,Mymensingh Sadar Bazar,2024-08-05,34.68
Bogra,Gram,Bogra Sadar Bazar,2025-05-01,32.46
Jessore,Fennel,Jessore Sadar Bazar,2024-07-30,41.62
Dhaka,Pomegranate,Dhaka Sadar Bazar,2024-08-07,37.51
Bogra,Bajra,Bogra Sadar Bazar,2024-12-18,37.42
Mymensingh,Chilli,Mymensingh Sadar Bazar,2024-08-06,35.27
Bogra,Garlic,Bogra Sadar Bazar,2024-09-06,24.48
Chittagong,Pulses,Chittagong Sadar Bazar,2025-01-09,47.24
Dhaka,Gram,Dhaka Sadar Bazar,2025-04-19,35.2
Chittagong,Maize,Chittagong Sadar Bazar,2025-04-13,38.02
Dhaka,Wheat,Dhaka Sadar Bazar,2024-07-14,33.02
Mymensingh,Pomegranate,Mymensingh Sadar Bazar,2025-04-26,44.67
Cumilla,Pomegranate,Cumilla Sadar Bazar,2025-02-03,40.69
Dhaka,Wheat,Dhaka Sadar Bazar,2024-10-15,36.03
Bogra,Fenugreek,Bogra Sadar Bazar,2024-03-23,38.12
Cumilla,Gram,Cumilla Sadar Bazar,2024-12-23,48.06
Mymensingh,Mustard,Mymensingh Sadar Bazar,2024-12-19,39.65
Barisal,Guava,Barisal Sadar Bazar,2025-01-21,39.13
Jessore,Sugarcane,Jessore Sadar Bazar,2024-08-15,35.48
Barisal,Garlic,Barisal Sadar Bazar,2025-01-25,30.91
Sylhet,Fennel,Sylhet Sadar Bazar,2024-10-01,39.23
Jessore,Cumin,Jessore Sadar Bazar,2025-04-22,41.56
Rajshahi,Cotton,Rajshahi Sadar Bazar,2025-03-08,45.28
Mymensingh,Fennel,Mymensingh Sadar Bazar,2024-05-31,29.21
Barisal,Mango,Barisal Sadar Bazar,2025-04-14,34.6
Cumilla,Cumin,Cumilla Sadar Bazar,2024-07-07,37.21
Jessore,Barley,Jessore Sadar Bazar,2025-01-24,39.98
Barisal,Wheat,Barisal Sadar Bazar,2024-10-08,39.3
Cumilla,Oilseeds,Cumilla Sadar Bazar,2025-05-12,39.42
Sylhet,Cotton,Sylhet Sadar Bazar,2024-07-13,41.96
Bogra,Pomegranate,Bogra Sadar Bazar,2024-03-26,35.66
Jessore,Mango,Jessore Sadar Bazar,2024-07-25,44.48
Dhaka,Citrus,Dhaka Sadar Bazar,2024-05-03,42.08
Cumilla,Citrus,Cumilla Sadar Bazar,2024-06-14,38.46
Jessore,Mustard,Jessore Sadar Bazar,2024-12-26,47.68
Cumilla,Guava,Cumilla Sadar Bazar,2024-06-11,47.47
Jessore,Opium,Jessore Sadar Bazar,2024-11-24,44.48
Barisal,Sugarcane,Barisal Sadar Bazar,2024-11-25,25.51
Rajshahi,Garlic,Rajshahi Sadar Bazar,2024-06-22,47.58
Jessore,Pomegranate,Jessore Sadar Bazar,2025-02-17,43.81
Bogra,Onion,Bogra Sadar Bazar,2024-11-11,49.63
Mymensingh,Coriander,Mymensingh Sadar Bazar,2025-02-07,45.94
Sylhet,Garlic,Sylhet Sadar Bazar,2025-02-03,47.58
Cumilla,Citrus,Cumilla Sadar Bazar,2024-07-07,44.22
Rangpur,Garlic,Rangpur Sadar Bazar,2025-03-22,46.47
Cumilla,Garlic,Cumilla Sadar Bazar,2025-04-01,49.57
Chittagong,Pomegranate,Chittagong Sadar Bazar,2025-04-13,41.04
Dhaka,Chilli,Dhaka Sadar Bazar,2025-04-24,32.45
Mymensingh,Citrus,Mymensingh Sadar Bazar,2024-12-02,38.52
Rajshahi,Chilli,Rajshahi Sadar Bazar,2025-03-24,41.87
Bogra,Mustard,Bogra Sadar Bazar,2025-03-13,40.36
Dhaka,Guava,Dhaka Sadar Bazar,2024-12-12,34.02
Cumilla,Oilseeds,Cumilla Sadar Bazar,2024-06-07,32.17
Rajshahi,Mustard,Rajshahi Sadar Bazar,2024-09-12,36.44
Cumilla,Wheat,Cumilla Sadar Bazar,2024-10-03,43.88
Chittagong,Wheat,Chittagong Sadar Bazar,2024-10-27,47.59
Chittagong,Citrus,Chittagong Sadar Bazar,2025-01-16,44.4
Rajshahi,Fennel,Rajshahi Sadar Bazar,2025-04-26,45.08
Cumilla,Wheat,Cumilla Sadar Bazar,2024-11-22,39.61
Jessore,Garlic,Jessore Sadar Bazar,2024-09-12,31.64
Bogra,Guava,Bogra Sadar Bazar,2024-09-17,37.81
Jessore,Tomato,Jessore Sadar Bazar,2024-04-04,38.76
Sylhet,Chilli,Sylhet Sadar Bazar,2024-07-05,37.61
Jessore,Tomato,Jessore Sadar Bazar,2024-07-22,40.26
Rajshahi,Sugarcane,Rajshahi Sadar Bazar,2024-07-27,42.12
Chittagong,Onion,Chittagong Sadar Bazar,2024-10-17,44.09
Cumilla,Coriander,Cumilla Sadar Bazar,2025-01-31,38.67
Jessore,Gram,Jessore Sadar Bazar,2024-06-04,30.86
Rangpur,Mustard,Rangpur Sadar Bazar,2024-06-22,37.68
Chittagong,Citrus,Chittagong Sadar Bazar,2025-04-06,40.21
Chittagong,Oilseeds,Chittagong Sadar Bazar,2024-04-22,45.87
Bogra,Onion,Bogra Sadar Bazar,2024-11-27,37.27
Mymensingh,Cumin,Mymensingh Sadar Bazar,2024-09-23,42.46
Rajshahi,Barley,Rajshahi Sadar Bazar,2024-10-04,41.39
Sylhet,Cotton,Sylhet Sadar Bazar,2024-11-21,40.21
Jessore,Garlic,Jessore Sadar Bazar,2025-04-26,44.47
Rangpur,Guava,Rangpur Sadar Bazar,2024-04-06,36.83
Dhaka,Mango,Dhaka Sadar Bazar,2024-07-08,37.24
Mymensingh,Pulses,Mymensingh Sadar Bazar,2024-09-09,39.94
Bogra,Pulses,Bogra Sadar Bazar,2024-07-21,36.93
Sylhet,Onion,Sylhet Sadar Bazar,2024-04-02,42.44
Bogra,Wheat,Bogra Sadar Bazar,2024-08-01,36.58
Jessore,Fennel,Jessore Sadar Bazar,2024-11-12,41.09
Barisal,Opium,Barisal Sadar Bazar,2024-12-07,39.52
Cumilla,Cotton,Cumilla Sadar Bazar,2025-04-30,41.03
Rajshahi,Oilseeds,Rajshahi Sadar Bazar,2024-09-03,37.79
Chittagong,Cotton,Chittagong Sadar Bazar,2025-02-25,38.37
Chittagong,Chilli,Chittagong Sadar Bazar,2025-04-07,40.46
Mymensingh,Coriander,Mymensingh Sadar Bazar,2024-03-28,40.97
Rangpur,Wheat,Rangpur Sadar Bazar,2025-01-24,39.98
Jessore,Onion,Jessore Sadar Bazar,2024-10-14,48.19
Chittagong,Opium,Chittagong Sadar Bazar,2025-04-16,35.24
Rajshahi,Maize,Rajshahi Sadar Bazar,2024-03-21,39.69
Chittagong,Citrus,Chittagong Sadar Bazar,2024-09-25,32.45
Cumilla,Garlic,Cumilla Sadar Bazar,2024-08-23,41.79
Dhaka,Onion,Dhaka Sadar Bazar,2024-09-27,34.65
Dhaka,Guava,Dhaka Sadar Bazar,2025-03-14,38.66
Dhaka,Mustard,Dhaka Sadar Bazar,2024-04-01,38.21
Bogra,Guava,Bogra Sadar Bazar,2024-08-22,41.35
Bogra,Oilseeds,Bogra Sadar Bazar,2024-09-27,37.35
Jessore,Fenugreek,Jessore Sadar Bazar,2025-04-05,37.14
Sylhet,Oilseeds,Sylhet Sadar Bazar,2024-11-01,46.89
Jessore,Barley,Jessore Sadar Bazar,2025-03-14,41.37
Barisal,Tomato,Barisal Sadar Bazar,2025-03-03,37.31
Bogra,Pulses,Bogra Sadar Bazar,2024-06-28,38.8
Dhaka,Barley,Dhaka Sadar Bazar,2024-11-13,47.9
Jessore,Citrus,Jessore Sadar Bazar,2024-08-20,38.87
Dhaka,Wheat,Dhaka Sadar Bazar,2025-04-22,36.69
Rangpur,Opium,Rangpur Sadar Bazar,2024-07-16,36.71
Mymensingh,Cumin,Mymensingh Sadar Bazar,2024-12-26,37.36
Mymensingh,Opium,Mymensingh Sadar Bazar,2024-08-23,37.15
Rangpur,Maize,Rangpur Sadar Bazar,2024-05-07,33.86
Bogra,Chilli,Bogra Sadar Bazar,2024-04-04,34.6
Cumilla,Cumin,Cumilla Sadar Bazar,2025-05-12,36.02
Cumilla,Guava,Cumilla Sadar Bazar,2024-06-16,42.84
Bogra,Cotton,Bogra Sadar Bazar,2024-05-03,38.17
Rajshahi,Gram,Rajshahi Sadar Bazar,2024-06-09,39.01
Jessore,Coriander,Jessore Sadar Bazar,2024-12-06,46.1
Rajshahi,Bajra,Rajshahi Sadar Bazar,2024-10-31,46.22
Mymensingh,Mustard,Mymensingh Sadar Bazar,2025-01-18,38.65
Jessore,Barley,Jessore Sadar Bazar,2024-03-31,36.97
Sylhet,Barley,Sylhet Sadar Bazar,2024-06-14,35.85
Sylhet,Garlic,Sylhet Sadar Bazar,2025-02-15,43.33
Barisal,Fenugreek,Barisal Sadar Bazar,2024-07-10,39.02
Jessore,Tomato,Jessore Sadar Bazar,2025-02-01,38.14
Barisal,Guava,Barisal Sadar Bazar,2025-02-07,36.09
Rangpur,Chilli,Rangpur Sadar Bazar,2024-10-25,36.31
Sylhet,Pulses,Sylhet Sadar Bazar,2024-06-22,41.54
Mymensingh,Barley,Mymensingh Sadar Bazar,2024-10-03,33.69
Rangpur,Garlic,Rangpur Sadar Bazar,2025-03-29,44.78
Dhaka,Citrus,Dhaka Sadar Bazar,2025-04-19,37.44
Barisal,Cumin,Barisal Sadar Bazar,2025-05-09,39.28
Rangpur,Sugarcane,Rangpur Sadar Bazar,2024-04-08,33.58
Mymensingh,Sugarcane,Mymensingh Sadar Bazar,2024-07-25,39.94
Sylhet,Maize,Sylhet Sadar Bazar,2024-05-17,38.42
Rangpur,Pomegranate,Rangpur Sadar Bazar,2025-03-05,39.76
Mymensingh,Barley,Mymensingh Sadar Bazar,2024-07-06,47.06
Sylhet,Barley,Sylhet Sadar Bazar,2024-10-06,40.85
Rajshahi,Cotton,Rajshahi Sadar Bazar,2024-07-05,36.19
Cumilla,Guava,Cumilla Sadar Bazar,2024-03-25,36.59
Bogra,Mango,Bogra Sadar Bazar,2024-10-05,42.86
Jessore,Guava,Jessore Sadar Bazar,2025-02-22,46.23
Chittagong,Bajra,Chittagong Sadar Bazar,2024-07-09,41.35
Dhaka,Coriander,Dhaka Sadar Bazar,2024-06-21,43.31
Mymensingh,Mango,Mymensingh Sadar Bazar,2024-04-10,42.93
Jessore,Barley,Jessore Sadar Bazar,2024-12-01,46.81
Rangpur,Wheat,Rangpur Sadar Bazar,2025-02-10,30.64
Barisal,Gram,Barisal Sadar Bazar,2025-01-09,43.2
Jessore,Tomato,Jessore Sadar Bazar,2024-03-26,44.72
Jessore,Coriander,Jessore Sadar Bazar,2025-03-22,33.57
Chittagong,Mango,Chittagong Sadar Bazar,2025-01-07,35.75
Rajshahi,Fenugreek,Rajshahi Sadar Bazar,2025-05-13,35.92
Dhaka,Fenugreek,Dhaka Sadar Bazar,2024-09-08,36.5
Chittagong,Oilseeds,Chittagong Sadar Bazar,2025-03-31,37.69
Cumilla,Opium,Cumilla Sadar Bazar,2025-02-11,41.16
Barisal,Mango,Barisal Sadar Bazar,2024-12-18,44.16
Jessore,Fenugreek,Jessore Sadar Bazar,2025-03-29,45.19
Dhaka,Mustard,Dhaka Sadar Bazar,2024-06-13,35.98
Chittagong,Oilseeds,Chittagong Sadar Bazar,2025-03-28,35.95
Sylhet,Cumin,Sylhet Sadar Bazar,2025-02-07,46.32
Dhaka,Wheat,Dhaka Sadar Bazar,2024-09-19,43.1
Cumilla,Opium,Cumilla Sadar Bazar,2024-11-16,40.4
Jessore,Mango,Jessore Sadar Bazar,2024-12-12,42.27
Sylhet,Bajra,Sylhet Sadar Bazar,2024-05-30,39.86
Sylhet,Fennel,Sylhet Sadar Bazar,2024-09-20,42.52
Rajshahi,Fennel,Rajshahi Sadar Bazar,2024-10-25,38.39
Dhaka,Tomato,Dhaka Sadar Bazar,2024-04-25,41.29
Dhaka,Onion,Dhaka Sadar Bazar,2024-09-20,32.75
Rajshahi,Opium,Rajshahi Sadar Bazar,2024-10-06,36.7
Chittagong,Tomato,Chittagong Sadar Bazar,2025-02-14,36.75
