District_Name,Crop_Name,Irrigation_Method,Water_Consumption_L_ha,Water_Availability_L_ha
Cumilla,Mustard,Drip Irrigation,6443.783744056601,7220.802337756284
Rajshahi,Bajra,Tube Well,5664.668930868328,6018.313816382343
Cumilla,Cumin,Tube Well,13167.976886642322,13336.584441954648
Cumilla,Tomato,Tube Well,12226.923941094436,12060.768644885156
Chittagong,Pulses,Sprinkler Irrigation,10097.40362831526,10012.829228864615
Mymensingh,Chilli,Drip Irrigation,11954.39626777178,11865.26101543545
Dhaka,Oilseeds,Canal Irrigation,14206.982569409576,13444.51468739626
Cumilla,Gram,Drip Irrigation,9773.413969789834,9352.59511999202
Mymensingh,Pulses,Drip Irrigation,10160.285521493472,11142.32572373054
Rangpur,Sugarcane,Tube Well,5845.579839643187,5131.318622855786
Bogra,Citrus,Drip Irrigation,12695.000311832227,12305.328239437398
Rangpur,Bajra,Sprinkler Irrigation,11978.690744522712,11956.278057013738
Jessore,Garlic,Canal Irrigation,6286.133218558781,5375.498170669654
Rajshahi,Cumin,Canal Irrigation,10701.529030312417,11502.103606240617
Cumilla,Onion,Sprinkler Irrigation,11867.533937968168,11877.061660512543
Rajshahi,Tomato,Tube Well,6389.384382921093,6845.112695133565
Jessore,Coriander,Tube Well,9052.48019486478,9852.969030369388
Sylhet,Garlic,Drip Irrigation,14888.01041243704,15668.096742658578
Rangpur,Fennel,Drip Irrigation,14614.340942415016,15028.758194729167
Bogra,Fennel,Canal Irrigation,10433.480212193725,9681.043434898764
Mymensingh,Mustard,Sprinkler Irrigation,13993.6820490573,14077.350706849742
Dhaka,Cumin,Sprinkler Irrigation,11573.02095210652,11578.298554434346
Dhaka,Gram,Sprinkler Irrigation,14615.296697807446,14165.221753710002
Barisal,Maize,Tube Well,6188.138355038105,6255.2260888858245
Sylhet,Pomegranate,Drip Irrigation,11020.64323400702,11888.340801101334
Sylhet,Citrus,Sprinkler Irrigation,7995.98896668812,8715.28578756564
Sylhet,Pomegranate,Canal Irrigation,6573.9861731409965,7533.55840043028
Mymensingh,Oilseeds,Canal Irrigation,7516.005473487724,7027.114524123787
Jessore,Pulses,Canal Irrigation,14837.31992525216,15194.5370608185
Dhaka,Coriander,Canal Irrigation,9688.745624171432,10115.346871042511
Rangpur,Pomegranate,Drip Irrigation,9191.0086500276,9016.65427402462
Sylhet,Cotton,Tube Well,13020.909169620389,13819.912176450696
Dhaka,Bajra,Sprinkler Irrigation,12647.303409505934,12819.36156320216
Rajshahi,Chilli,Tube Well,11960.80291292598,11499.377967044493
Sylhet,Tomato,Tube Well,6536.0157338670315,5593.8286094879595
Barisal,Wheat,Canal Irrigation,10071.425555700704,10243.770950715843
Jessore,Maize,Sprinkler Irrigation,9541.705413037927,9355.197255873803
Jessore,Fennel,Sprinkler Irrigation,12329.007656469012,11613.741717431589
Mymensingh,Oilseeds,Sprinkler Irrigation,10711.271862765088,10558.776775996104
Mymensingh,Tomato,Drip Irrigation,5627.102215089034,5556.4063225332375
Bogra,Sugarcane,Sprinkler Irrigation,7049.0468662545945,7916.060498340674
Rajshahi,Cotton,Canal Irrigation,13119.932412892736,12880.239441771097
Sylhet,Fennel,Sprinkler Irrigation,13331.070521078846,13351.72736428381
Dhaka,Oilseeds,Drip Irrigation,9414.5249111605,9205.134713442792
Jessore,Pulses,Canal Irrigation,14574.80398779247,13996.50434037846
Mymensingh,Mango,Canal Irrigation,12148.556183556968,13107.836879363322
Rajshahi,Cotton,Sprinkler Irrigation,12431.49424328261,12074.770746094962
Barisal,Tomato,Canal Irrigation,4958.727041789463,5342.4171625718045
Dhaka,Coriander,Tube Well,5870.109122642528,4889.266348619508
Chittagong,Citrus,Tube Well,13949.245175132266,14025.50808253521
Jessore,Garlic,Drip Irrigation,13964.53158803616,14596.644786549148
Rajshahi,Fenugreek,Drip Irrigation,7887.416530584933,8512.979025226125
Bogra,Guava,Tube Well,7554.8802303972925,8090.811919121299
Dhaka,Gram,Tube Well,10924.993374956945,10310.975090346696
Dhaka,Maize,Drip Irrigation,14425.025989367216,14786.134693597383
Sylhet,Bajra,Drip Irrigation,13263.773595322256,13514.24671170787
Barisal,Maize,Tube Well,16104.83832729682,15178.430413146409
Rajshahi,Opium,Sprinkler Irrigation,5841.960732278927,6810.487808241999
Cumilla,Gram,Canal Irrigation,9226.887720746156,9214.910363633944
Mymensingh,Bajra,Sprinkler Irrigation,5979.184724824695,5235.6775145994325
Jessore,Pulses,Canal Irrigation,16652.954044443934,17363.911962431714
Mymensingh,Cotton,Sprinkler Irrigation,13255.57930120366,12301.81431111161
Mymensingh,Coriander,Canal Irrigation,11830.992771319668,12597.19664349259
Dhaka,Citrus,Drip Irrigation,13274.417579125737,12920.416108210482
Cumilla,Cotton,Drip Irrigation,14429.672114272082,14362.845569504088
Sylhet,Chilli,Drip Irrigation,16223.121137708937,15672.21754987536
Rangpur,Citrus,Tube Well,10808.950101004668,10592.667870308707
Sylhet,Mustard,Drip Irrigation,14675.207512636123,14126.463519265822
Cumilla,Mustard,Sprinkler Irrigation,8001.647500056286,7660.096767068254
Jessore,Fennel,Drip Irrigation,5302.823538761186,5166.721425753567
Dhaka,Cumin,Canal Irrigation,15567.966036128775,15062.273168310909
Rajshahi,Maize,Canal Irrigation,11917.012647669542,12560.280239467676
Mymensingh,Maize,Drip Irrigation,13263.157760483917,13502.290871700485
Jessore,Fennel,Tube Well,9980.289075944636,9151.358474087414
Dhaka,Barley,Tube Well,8300.162932253157,8995.547221478551
Jessore,Pulses,Drip Irrigation,13077.09762424072,12960.934430877602
Rangpur,Coriander,Tube Well,6191.3941317405215,6546.52304668967
Mymensingh,Barley,Canal Irrigation,12913.495627174372,12716.861753232328
Bogra,Citrus,Sprinkler Irrigation,13025.66205581681,13600.61167290054
Bogra,Wheat,Tube Well,10243.220788872171,10833.55014429243
Bogra,Coriander,Drip Irrigation,8055.9239518462355,8931.093656339759
Dhaka,Tomato,Canal Irrigation,11539.318541179751,10755.33172093928
Dhaka,Coriander,Drip Irrigation,12716.654361212237,13398.21328603049
Bogra,Pulses,Canal Irrigation,8726.45618425168,8689.254790477871
Bogra,Tomato,Sprinkler Irrigation,7600.513584930311,8194.564752955905
Dhaka,Pulses,Canal Irrigation,11001.113777556202,11027.36525693963
Sylhet,Sugarcane,Sprinkler Irrigation,8191.028656853088,7808.377485814483
Sylhet,Sugarcane,Canal Irrigation,15018.407419422276,15053.76859892965
Chittagong,Barley,Sprinkler Irrigation,10002.79757694187,10673.147436528972
Dhaka,Citrus,Canal Irrigation,8134.087810316812,7534.831617283277
Barisal,Mustard,Canal Irrigation,6854.97221419856,6806.422334033424
Rajshahi,Coriander,Canal Irrigation,14599.365644038717,14731.559462176734
Sylhet,Coriander,Canal Irrigation,10167.395738977157,9491.955712229688
Rajshahi,Barley,Tube Well,7729.18636045477,6736.580504971462
Barisal,Opium,Sprinkler Irrigation,9343.571349300251,8769.848364494834
Rajshahi,Mango,Tube Well,7151.993599566912,6520.482623998681
Dhaka,Guava,Drip Irrigation,7019.960244467016,6079.995421857168
Jessore,Pulses,Canal Irrigation,11188.189069974242,11450.858224762593
Sylhet,Barley,Drip Irrigation,7295.50888848457,6863.710656497609
Barisal,Cotton,Sprinkler Irrigation,9473.58049768334,9582.590407998085
Chittagong,Bajra,Drip Irrigation,6001.7500999127715,5525.32731186869
Jessore,Wheat,Sprinkler Irrigation,8860.161716298217,9434.9898773741
Jessore,Mango,Sprinkler Irrigation,8718.488342386052,8198.788208133155
Sylhet,Fenugreek,Sprinkler Irrigation,13154.102433218326,14108.306125282355
Bogra,Citrus,Drip Irrigation,6404.663277544464,7170.109522084611
Chittagong,Bajra,Sprinkler Irrigation,10072.258433289788,10460.966225665105
Sylhet,Coriander,Tube Well,15225.069711242511,14714.16898911158
Dhaka,Coriander,Sprinkler Irrigation,13433.466989800912,13021.832481870451
Chittagong,Mango,Sprinkler Irrigation,5029.106724321784,5620.330564440331
Chittagong,Chilli,Tube Well,6211.360931260844,5374.176334970632
Rajshahi,Fenugreek,Drip Irrigation,7051.334138020399,6827.565825555865
Mymensingh,Guava,Tube Well,11158.384315230622,10516.38135004592
Sylhet,Chilli,Tube Well,9022.719606745335,9012.3036574269
Rangpur,Cumin,Tube Well,11156.1197369545,11737.368699595005
Dhaka,Bajra,Sprinkler Irrigation,13314.374907775818,13218.535047681751
Barisal,Pomegranate,Sprinkler Irrigation,9969.341013798832,10746.758872892424
Bogra,Oilseeds,Canal Irrigation,7971.550710766814,7141.06854278272
Jessore,Sugarcane,Tube Well,11078.012234720118,10538.367391141215
Dhaka,Tomato,Canal Irrigation,9973.846374892326,9908.948352367395
Cumilla,Guava,Tube Well,6966.954160561283,6731.696013809137
Chittagong,Tomato,Sprinkler Irrigation,9035.1976867941,8186.974572170864
Jessore,Sugarcane,Drip Irrigation,13354.444492207802,14207.656330628157
Jessore,Gram,Drip Irrigation,9711.880604946184,9803.932724921076
Sylhet,Bajra,Canal Irrigation,11489.442439388004,11979.865132514871
Rangpur,Bajra,Sprinkler Irrigation,11862.468031880786,12367.234745204756
Mymensingh,Cotton,Drip Irrigation,15160.83569594114,14724.526236468078
Sylhet,Pomegranate,Tube Well,13011.665536441307,13527.277686504056
Dhaka,Onion,Sprinkler Irrigation,14185.398519090551,13640.555504417054
Barisal,Onion,Sprinkler Irrigation,10593.99207429566,11165.941370779285
Rajshahi,Tomato,Canal Irrigation,12570.32903351297,12196.478700504824
Barisal,Citrus,Tube Well,7436.87756016552,7336.821431260463
Mymensingh,Wheat,Canal Irrigation,7489.464053047168,8236.964474576365
Rangpur,Wheat,Tube Well,11276.74054821339,11945.338311314588
Sylhet,Maize,Tube Well,10569.404101226044,11074.656468534316
Mymensingh,Sugarcane,Canal Irrigation,10813.02044691827,10948.175301951396
Dhaka,Pulses,Sprinkler Irrigation,13123.230944515944,14111.745685731805
Bogra,Fennel,Tube Well,14154.56027453769,13562.969511634785
Cumilla,Mustard,Tube Well,8662.43047295623,7879.707185147951
Bogra,Tomato,Canal Irrigation,6473.048602163386,5681.674957019959
Mymensingh,Oilseeds,Drip Irrigation,13919.973227919236,14126.70105285475
Dhaka,Oilseeds,Sprinkler Irrigation,6141.130137048471,7067.119249096234
Rangpur,Bajra,Sprinkler Irrigation,9273.274584228087,9322.065978908518
Rajshahi,Barley,Canal Irrigation,11398.0014965989,10741.652930286888
Cumilla,Pomegranate,Sprinkler Irrigation,17661.95826907656,16920.233607137015
Cumilla,Onion,Drip Irrigation,9334.133898062048,10141.308906503547
Barisal,Pulses,Sprinkler Irrigation,9375.416031194389,10011.208237566285
Rajshahi,Oilseeds,Canal Irrigation,11398.120605610857,11403.070647929737
Rajshahi,Cotton,Sprinkler Irrigation,6853.193864404048,6138.577840591331
Jessore,Pomegranate,Sprinkler Irrigation,9961.206692476528,10781.81177035758
Rajshahi,Tomato,Tube Well,12018.49772360124,12493.079145380376
Rangpur,Fennel,Tube Well,8943.452445967252,9628.731393792206
Rangpur,Pomegranate,Sprinkler Irrigation,9672.984588468807,9032.140808129516
Bogra,Citrus,Tube Well,9548.801034038604,9866.96110874117
Bogra,Gram,Tube Well,12597.75083704138,11685.079766341914
Chittagong,Cotton,Canal Irrigation,11860.438630631348,10993.92635735019
Barisal,Onion,Tube Well,15252.106647379234,15357.754436637457
Sylhet,Mustard,Drip Irrigation,12202.819564541069,12761.840848614856
Cumilla,Tomato,Sprinkler Irrigation,9090.349281041008,9102.478424586565
Rajshahi,Wheat,Drip Irrigation,12771.038840335885,13122.282973297755
Rajshahi,Pomegranate,Canal Irrigation,12134.46143114114,12846.007720978554
Cumilla,Barley,Drip Irrigation,7521.343135915728,7939.542346039996
Chittagong,Mango,Tube Well,11352.795163935189,10489.269506319357
Mymensingh,Fenugreek,Sprinkler Irrigation,13510.47966623609,13385.92697138278
Rajshahi,Cotton,Sprinkler Irrigation,8645.003669096564,7681.135924397273
Jessore,Oilseeds,Canal Irrigation,6687.487543162171,7170.380509296265
Chittagong,Mustard,Drip Irrigation,11818.775932251872,11125.768886873457
Sylhet,Oilseeds,Sprinkler Irrigation,10391.879107326697,11177.254518763317
Mymensingh,Bajra,Tube Well,11789.092487548676,12462.094769852103
Mymensingh,Fennel,Drip Irrigation,10463.858698254631,10080.507200067846
Dhaka,Coriander,Drip Irrigation,6137.6533560952985,5892.44441867556
Barisal,Maize,Canal Irrigation,15086.931430738572,14486.902812930148
Dhaka,Citrus,Drip Irrigation,14619.697117978789,14293.930402877284
Barisal,Fenugreek,Drip Irrigation,8243.87379085683,9008.445906048692
Chittagong,Oilseeds,Drip Irrigation,8623.14012427465,7838.507781453653
Sylhet,Mango,Sprinkler Irrigation,11721.091113841549,12589.745849849338
Cumilla,Citrus,Drip Irrigation,5671.343750355311,4883.114379591061
Sylhet,Oilseeds,Drip Irrigation,9439.47521978525,9071.955662487742
Cumilla,Bajra,Tube Well,6679.606938032056,6995.530342950442
Rangpur,Fennel,Canal Irrigation,7166.738306348431,7937.658407433153
Cumilla,Sugarcane,Tube Well,16002.210843776358,15205.838023526132
Mymensingh,Cumin,Sprinkler Irrigation,8653.27981112108,7842.768946265241
Sylhet,Fennel,Tube Well,13941.690262110566,14886.423967801164
Chittagong,Mango,Sprinkler Irrigation,10606.223504465404,11374.157568848092
Sylhet,Fenugreek,Tube Well,7762.212786703174,6797.510383284951
Bogra,Tomato,Tube Well,11587.287042980064,12070.914887320052
Mymensingh,Cumin,Drip Irrigation,7901.998227265014,8134.695576439946
Jessore,Sugarcane,Sprinkler Irrigation,14076.781916454229,14591.273403652487
Bogra,Mustard,Drip Irrigation,6437.264173306734,6434.717137144935
Barisal,Pulses,Tube Well,7193.092734783463,6268.906165898375
Bogra,Tomato,Canal Irrigation,6769.707101625342,6404.784423804452
Dhaka,Chilli,Tube Well,11206.509299486355,10783.419508405268
Dhaka,Maize,Canal Irrigation,8124.720059303128,7536.354929762442
Dhaka,Fenugreek,Sprinkler Irrigation,14829.134027854943,15221.690124758956
Barisal,Coriander,Tube Well,10416.447934277046,9783.5388813442
Dhaka,Mustard,Tube Well,6863.570289614884,6248.501184170138
Chittagong,Bajra,Sprinkler Irrigation,6436.522126594041,6621.78342901822
Barisal,Maize,Drip Irrigation,8045.384111521924,7979.532606592008
Chittagong,Bajra,Sprinkler Irrigation,10081.243355329048,10292.945825050028
Rangpur,Sugarcane,Tube Well,11896.694664139975,11299.496673601214
Rajshahi,Mustard,Canal Irrigation,9518.420014325224,8853.95209054564
Rajshahi,Citrus,Tube Well,11085.604097247267,11724.811713006602
Rajshahi,Wheat,Tube Well,11803.361919248924,10969.827630229493
Rangpur,Coriander,Sprinkler Irrigation,11975.95081041919,11327.349446183489
Cumilla,Tomato,Canal Irrigation,10189.053450926966,9939.347220795313
Bogra,Onion,Drip Irrigation,10136.330451762096,10566.057193512012
Barisal,Pulses,Sprinkler Irrigation,5526.651109413838,6249.9613639384825
Sylhet,Onion,Tube Well,15110.09187606618,15990.661846594212
Sylhet,Pomegranate,Tube Well,8945.537122045691,9920.581247190008
Jessore,Citrus,Drip Irrigation,15326.493667644345,14575.448684746496
Bogra,Oilseeds,Sprinkler Irrigation,14503.638674506625,15417.832427738063
Sylhet,Chilli,Tube Well,12572.918849619173,12309.279931464564
Dhaka,Fennel,Tube Well,14752.660104771234,15223.988515974735
Barisal,Onion,Drip Irrigation,11927.850412717902,11650.678989147877
Dhaka,Opium,Sprinkler Irrigation,7550.147897052731,7461.089437417133
Chittagong,Cotton,Sprinkler Irrigation,11279.218390687633,12182.774881564972
Chittagong,Wheat,Drip Irrigation,13059.561847404677,13348.356628845317
Cumilla,Pomegranate,Drip Irrigation,9461.263911372687,8838.910415357706
Cumilla,Oilseeds,Tube Well,10271.70641824336,9876.145550168569
Mymensingh,Fenugreek,Tube Well,12984.409466095063,13452.2763400092
Jessore,Gram,Canal Irrigation,14130.558635223928,13668.601310908767
Barisal,Pomegranate,Canal Irrigation,6101.421126525872,5438.218510197712
Rajshahi,Wheat,Drip Irrigation,6487.909180173512,6880.5425947078365
Mymensingh,Citrus,Canal Irrigation,11398.212254415364,10739.480766670336
Sylhet,Oilseeds,Sprinkler Irrigation,7842.481531152681,7206.450194109242
Jessore,Tomato,Sprinkler Irrigation,7868.457709436712,6986.421839330428
Chittagong,Bajra,Canal Irrigation,13002.941293250622,13746.172387265153
Rajshahi,Fennel,Drip Irrigation,14276.93126698208,13609.183532194167
Rangpur,Mustard,Tube Well,7011.556633995436,6140.081508774301
